,Symbol,Name,Industry,IndustryCode
1621,CCAP,Crescent Capital BDC Inc,다양한 금융서비스,555010
1622,HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
1623,AMYT,Amryt Pharma Holdings Ltd ADR,제약,562010
1624,GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
1625,ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
1626,GRTS,Gritstone Oncology Inc,제약,562010
1627,RMGCU,RMG Acquisition Corp III,기타 금융업,556010
1628,GHVIU,Gores Holdings VI Inc,기타 금융업,556010
1629,DMLP,Dorchester Minerals LP Unit,오일 및 가스,501020
1630,MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
1631,SPNE,SeaSpine Holdings Corp,헬스케어 장비 및 용품,561010
1632,TLMD,Soc Telemed Inc Class A,헬스케어 업체 및 서비스,561020
1633,RBNC,Reliant Bancorp Inc,은행,551010
1634,GSEVU,Gores Holdings VII Inc,기타 금융업,556010
1635,AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
1636,FHTX,Foghorn Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
1637,RCEL,AVITA Medical Inc,생명과학 및 메디컬 리서치,562020
1638,APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1639,AKBA,Akebia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1640,AXDX,Accelerate Diagnostics Inc,헬스케어 장비 및 용품,561010
1641,AMSC,American Superconductor Corp,"건설장비 및 대형차, 기차, 배",521020
1642,ETNB,89Bio Inc,생명과학 및 메디컬 리서치,562020
1643,LAND,Gladstone Land Corp,주택 및 상업용 리츠,601020
1644,MOGO,Mogo Inc,핀테크,573010
1645,QELL,Qell Acquisition Corp. Class A,기타 금융업,556010
1646,TRUE,TrueCar Inc,소프트웨어 및 IT서비스,572010
1647,ICAD,ICAD Inc,헬스케어 장비 및 용품,561010
1648,CSTE,Caesarstone Ltd,주택건설,532030
1649,NGAC,Nextgen Acquisition Corp Class A,기타 금융업,556010
1650,FISI,Financial Institutions Inc,은행,551010
1651,MESA,Mesa Air Group Inc,운송업,524060
1652,PFLT,PennantPark Floating Rate Capital Ltd,다양한 금융서비스,555010
1653,GTPBU,Gores Technology Partners II Inc,기타 금융업,556010
1654,CHSCN,CHS Inc PRF,식품 및 담배,541020
1655,CCRN,Cross Country Healthcare Inc,전문 및 상업 서비스,522030
1656,FIXX,Homology Medicines Inc,생명과학 및 메디컬 리서치,562020
1657,HMTV,Hemisphere Media Group Inc Class A,미디어 및 출판,533020
1658,CLMT,Calumet Specialty Products Partners LP Unit,오일 및 가스,501020
1659,LAWS,Lawson Products Inc,"건설장비 및 대형차, 기차, 배",521020
1660,HBT,HBT Financial Inc,은행,551010
1661,GMDA,Gamida Cell Ltd,생명과학 및 메디컬 리서치,562020
1662,FMNB,Farmers National Banc Corp,은행,551010
1663,NDLS,Noodles & Co Class A,호텔 및 엔터테인먼트,533010
1664,ACGLP,Arch Capital Group Ltd ADR,보험,553010
1665,SYRS,Syros Pharmaceuticals Inc,제약,562010
1666,BRY,Berry Corporation (Bry),오일 및 가스,501020
1667,KNDI,Kandi Technologies Group Inc,자동차 및 자동차 부품,531010
1668,MGI,MoneyGram International Inc,전문 및 상업 서비스,522030
1669,APXTU,Apex Technology Acquisition Corp Unit,기타 금융업,556010
1670,WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
1671,BHFAP,Brighthouse Financial Inc ADR,보험,553010
1672,THCB,Tuscan Holdings Corp,기타 금융업,556010
1673,ESGRP,Enstar Group Ltd ADR,보험,553010
1674,FRPH,FRP Holdings Inc,부동산 운영 관리,601010
1675,SPPI,Spectrum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1676,GNTY,Guaranty Bancshares Inc,은행,551010
1677,SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1678,AXTI,AXT Inc,반도체 및 반도체 장비,571010
1679,FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
1680,FUV,Arcimoto Inc,자동차 및 자동차 부품,531010
1681,VACQ,Vector Acquisition Corp Class A,기타 금융업,556010
1682,BWB,Bridgewater Bancshares Inc,은행,551010
1683,PRTH,Priority Technology Holdings Inc,핀테크,573010
1684,LSEA,Landsea Homes Corp,부동산 운영 관리,601010
1685,CONN,Conn's Inc,전문품 상점,534030
1686,XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
1687,BDSX,Biodesix  Inc.,헬스케어 업체 및 서비스,561020
1688,VKTX,Viking Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1689,EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
1690,CPSI,Computer Programs and Systems Inc,헬스케어 장비 및 용품,561010
1691,LFMD,LifeMD Inc,다양한 소매업,534020
1692,JNCE,Jounce Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1693,DJCO,Daily Journal Corp,미디어 및 출판,533020
1694,LSXMB,Liberty Media Corp Series B,미디어 및 출판,533020
1695,LUXA,Lux Health Tech Acquisition Corp Class A,기타 금융업,556010
1696,LTRPA,Liberty Tripadvisor Holdings Inc Series A,소프트웨어 및 IT서비스,572010
1697,HOLUU,Holicity Inc,기타 금융업,556010
1698,FINM,Marlin Technology Corp Class A,기타 금융업,556010
1699,BNFT,Benefitfocus Inc,소프트웨어 및 IT서비스,572010
1700,QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
1701,CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
1702,CCBG,Capital City Bank Group Inc,은행,551010
1703,LLNW,Limelight Networks Inc,소프트웨어 및 IT서비스,572010
1704,CPRX,Catalyst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1705,VOXX,VOXX International Corp Class A,전문품 상점,534030
1706,BTAQ,Burgundy Technology Acquisition Corp Class A,기타 금융업,556010
1707,SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
1708,RGP,Resources Connection Inc,전문 및 상업 서비스,522030
1709,SESN,Sesen Bio Inc,생명과학 및 메디컬 리서치,562020
1710,FBRX,Forte Biosciences Inc,생명과학 및 메디컬 리서치,562020
1711,HECCU,Hudson Executive Investment Corp Unit,기타 금융업,556010
1712,AQB,AquaBounty Technologies Inc,생명과학 및 메디컬 리서치,562020
1713,THBR,Thunder Bridge Acquisition II Ltd Class A,기타 금융업,556010
1714,LEGH,Legacy Housing Corp,주택건설,532030
1715,XNET,Xunlei Ltd ADR,소프트웨어 및 IT서비스,572010
1716,LHDX,Lucira Health Inc,헬스케어 장비 및 용품,561010
1717,FCAC,Falcon Capital Acquisition Corp Class A,기타 금융업,556010
1718,MDVL,Medavail Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
1719,ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
1720,GBLI,Global Indemnity Group LLC Class A,보험,553010
1721,CHNGU,Change Healthcare Inc Unit,소프트웨어 및 IT서비스,572010
1722,NCTY,The9 Ltd ADR,소프트웨어 및 IT서비스,572010
1723,VTIQ,VectoIQ Acquisition Corp II Class A,기타 금융업,556010
1724,YJ,Yunji Inc ADR,소프트웨어 및 IT서비스,572010
1725,THCBU,Tuscan Holdings Corp Unit,기타 금융업,556010
1726,RMGB,Rmg Acquisition Corporation II Class A,기타 금융업,556010
1727,BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
1728,NTRSO,Northern Trust Corp ADR,투자은행 및 서비스,551020
1729,MSGM,Motorsport Games Inc Class A,소프트웨어 및 IT서비스,572010
1730,MPAA,Motorcar Parts of America Inc,자동차 및 자동차 부품,531010
1731,COOL,Corner Growth Acquisition Corp Class A,기타 금융업,556010
1732,GMBT,Queens Gambit Growth Capital Class A,기타 금융업,556010
1733,RRBI,Red River Bancshares Inc,은행,551010
1734,PRQR,ProQR Therapeutics NV,생명과학 및 메디컬 리서치,562020
1735,ERES,East Resources Acquisition Co Class A,기타 금융업,556010
1736,SNRHU,Senior Connect Acquisition Corp I,기타 금융업,556010
1737,MAACU,Montes Archimedes Acquisition Corp,기타 금융업,556010
1738,PACX,Pioneer Merger Corp Class A,기타 금융업,556010
1739,DRRX,DURECT Corp,생명과학 및 메디컬 리서치,562020
1740,TBCPU,Thunder Bridge Capital Partners III Inc,기타 금융업,556010
1741,HOFT,Hooker Furniture Corp,가정용품,532040
1742,URGN,Urogen Pharma Ltd,생명과학 및 메디컬 리서치,562020
1743,ANZUU,Anzu Special Acquisition I Corp,기타 금융업,556010
1744,ATRO,Astronics Corp,우주항공 및 국방,521010
1745,YELL,Yellow Corp,화물 및 물류 서비스,524050
1746,FLXN,Flexion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1747,GLSI,Greenwich Lifesciences Inc,제약,562010
1748,JFIN,Jiayin Group Inc ADR,소프트웨어 및 IT서비스,572010
1749,SPFI,South Plains Financial Inc,은행,551010
1750,INZY,Inozyme Pharma Inc,생명과학 및 메디컬 리서치,562020
1751,ATLC,Atlanticus Holdings Corp,은행,551010
1752,SLCR,Silver Crest Acquisition Corp Class A,기타 금융업,556010
1753,EQOS,Diginex Ltd,투자은행 및 서비스,551020
1754,CBAT,CBAK Energy Technology Inc,"건설장비 및 대형차, 기차, 배",521020
1755,CCNE,CNB Financial Corp,은행,551010
1756,HUIZ,Huize Holding Ltd ADR,보험,553010
1757,BYSI,Beyondspring Inc,생명과학 및 메디컬 리서치,562020
1758,ZIXI,Zix Corp,소프트웨어 및 IT서비스,572010
1759,BSRR,Sierra Bancorp,은행,551010
1760,SVACU,Starboard Value Acquisition Corp,기타 금융업,556010
1761,SSTI,Shotspotter Inc,소프트웨어 및 IT서비스,572010
1762,CTAQU,Carney Technology Acquisition Corp. II,기타 금융업,556010
1763,VACQU,Vector Acquisition Corp,기타 금융업,556010
1764,FINMU,Marlin Technology Corp,기타 금융업,556010
1765,OHPAU,Orion Acquisition Corp,기타 금융업,556010
1766,EPHYU,Epiphany Technology Acquisition Corp,기타 금융업,556010
1767,GAIN,Gladstone Investment Corp,다양한 금융서비스,555010
1768,HTBI,Hometrust Bancshares Inc,은행,551010
1769,JOFFU,JOFF Fintech Acquisition Corp,기타 금융업,556010
1770,HOOK,HOOKIPA Pharma Inc,제약,562010
1771,TSIA,TS Innovation Acquisitions Corp Class A,기타 금융업,556010
1772,FUSN,Fusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1773,LIZI,Lizhi Inc ADR,소프트웨어 및 IT서비스,572010
1774,NODK,NI Holdings Inc,보험,553010
1775,EQBK,Equity Bancshares Inc Class A,은행,551010
1776,JOAN,Joann Inc,전문품 상점,534030
1777,SIEN,Sientra Inc,헬스케어 장비 및 용품,561010
1778,DZSI,DZS Inc,"컴퓨터, 전화 및 가전제품",571060
1779,NAAC,North Atlantic Acquisition Corp Class A,기타 금융업,556010
1780,GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
1781,ANIP,ANI Pharmaceuticals Inc,제약,562010
1782,GMIIU,Gores Metropoulos II Inc,기타 금융업,556010
1783,NGACU,Nextgen Acquisition Corp,기타 금융업,556010
1784,COOLU,Corner Growth Acquisition Corp,기타 금융업,556010
1785,DCRNU,Decarbonization Plus Acquisition Corporation II,기타 금융업,556010
1786,ACET,Adicet Bio Inc,생명과학 및 메디컬 리서치,562020
1787,WTBA,West Bancorporation Inc,은행,551010
1788,HCAR,Healthcare Services Acquisition Corp Class A,기타 금융업,556010
1789,BBCP,Concrete Pumping Holdings Inc,건설 및 엔지니어링,522010
1790,NEXI,Neximmune Inc,생명과학 및 메디컬 리서치,562020
1791,PACXU,Pioneer Merger Corp,기타 금융업,556010
1792,FSRV,Finserv Acquisition Corp Class A,기타 금융업,556010
1793,AGNCO,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
1794,MRAC,Marquee Raine Acquisition Corp Class A,기타 금융업,556010
1795,AUTL,Autolus Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1796,CTRM,Castor Maritime Inc,화물 및 물류 서비스,524050
1797,PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
1798,RSVA,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
1799,LKCO,Luokung Technology Corp,소프트웨어 및 IT서비스,572010
1800,RBB,RBB Bancorp,은행,551010
1801,OPT,Opthea Ltd ADR,생명과학 및 메디컬 리서치,562020
1802,CLFD,Clearfield Inc,커뮤니케이션 및 네트워킹,571020
1803,NBEV,Newage Inc,음료,541010
1804,PROF,Profound Medical Corp,헬스케어 장비 및 용품,561010
1805,QELLU,Qell Acquisition Corp.,기타 금융업,556010
1806,HEAR,Turtle Beach Corp,"컴퓨터, 전화 및 가전제품",571060
1807,TNXP,Tonix Pharmaceuticals Holding Corp,생명과학 및 메디컬 리서치,562020
1808,MCBS,Metrocity Bankshares Inc,은행,551010
1809,SPRO,Spero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1810,OCX,OncoCyte Corp,생명과학 및 메디컬 리서치,562020
1811,SVFC,SVF Investment Corp 3 Class A,기타 금융업,556010
1812,CPZ,Calamos Long/Short Equity & Dynamic Income Trust,다양한 금융서비스,555010
1813,VRNA,Verona Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
1814,RAAC,Revolution Acceleration Acquisition Corp Class A,기타 금융업,556010
1815,STXB,Spirit of Texas Bancshares Inc,은행,551010
1816,BTNB,Bridgetown 2 Holdings Ltd Class A,기타 금융업,556010
1817,BHFAO,Brighthouse Financial Inc ADR,보험,553010
1818,CLPT,Clearpoint Neuro Inc,헬스케어 장비 및 용품,561010
1819,FLMN,Falcon Minerals Corp Class A,오일 및 가스,501020
1820,OSBC,Old Second Bancorp Inc,은행,551010
1821,TOUR,Tuniu Corp ADR,호텔 및 엔터테인먼트,533010
1822,VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
1823,TRNS,Transcat Inc,전문 및 상업 서비스,522030
1824,EBTC,Enterprise Bancorp Inc,은행,551010
1825,KALA,Kala Pharmaceuticals Inc,제약,562010
1826,PBYI,Puma Biotechnology Inc,생명과학 및 메디컬 리서치,562020
1827,TA,Travelcenters of America Inc,오일 및 가스,501020
1828,ATNX,Athenex Inc,생명과학 및 메디컬 리서치,562020
1829,TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
1830,CZNC,Citizens & Northern Corp,은행,551010
1831,MVBF,MVB Financial Corp,은행,551010
1832,FDUS,Fidus Investment Corp,다양한 금융서비스,555010
1833,HFFG,Hf Foods Group Inc,식품 및 약품소매,543010
1834,THBRU,Thunder Bridge Acquisition II Ltd Unit,기타 금융업,556010
1835,CSTR,CapStar Financial Holdings Inc,은행,551010
1836,POWL,Powell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
1837,MRACU,Marquee Raine Acquisition Corp,기타 금융업,556010
1838,GP,GreenPower Motor Company Inc,자동차 및 자동차 부품,531010
1839,NAACU,North Atlantic Acquisition Corp,기타 금융업,556010
1840,SGC,Superior Group of Companies Inc,섬유 및 의류,532020
1841,UFPT,UFP Technologies Inc,화학,511010
1842,VMD,Viemed Healthcare Inc,헬스케어 업체 및 서비스,561020
1843,RCKY,Rocky Brands Inc,섬유 및 의류,532020
1844,ALTO,Alto Ingredients Inc,재생에너지,502010
1845,ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1846,DGICA,Donegal Group Inc Class A,보험,553010
1847,VRCA,Verrica Pharmaceuticals Inc,제약,562010
1848,BTAQU,Burgundy Technology Acquisition Corp,기타 금융업,556010
1849,CHPM,CHP Merger Corp Class A,기타 금융업,556010
1850,RSVAU,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
1851,ITMR,Itamar Medical Ltd ADR,헬스케어 장비 및 용품,561010
1852,LABP,Landos Biopharma Inc,생명과학 및 메디컬 리서치,562020
1853,IBEX,Ibex Ltd,소프트웨어 및 IT서비스,572010
1854,BDSI,BioDelivery Sciences International Inc,제약,562010
1855,CAMP,CalAmp Corp,통신 서비스,574010
1856,SPKE,Spark Energy Inc Class A,전기 유틸리티,591010
1857,LUXAU,Lux Health Tech Acquisition Corp,기타 금융업,556010
1858,SNSE,Sensei Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
1859,QTNT,Quotient Ltd,헬스케어 장비 및 용품,561010
1860,HCIC,Hennessy Capital Investment Corp V Class A,기타 금융업,556010
1861,NATR,Natures Sunshine Products Inc,식품 및 담배,541020
1862,GWRS,Global Water Resources Inc,수도 유틸리티,591030
1863,IGAC,IG Acquisition Corp Class A,기타 금융업,556010
1864,OEPW,One Equity Partners Open Water I Corp Class A,기타 금융업,556010
1865,INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
1866,AFIB,Acutus Medical Inc,헬스케어 장비 및 용품,561010
1867,PPGH,Poema Global Holdings Corp Class A,기타 금융업,556010
1868,SIVBP,SVB Financial Group ADR,은행,551010
1869,DHHC,DiamondHead Holdings Corp Class A,기타 금융업,556010
1870,GIGGU,GigCapital4 Inc,기타 금융업,556010
1871,CHSCP,CHS Inc PRF,식품 및 담배,541020
1872,PRSR,Prospector Capital Corp Class A,기타 금융업,556010
1873,PNNT,Pennantpark Investment Corp,다양한 금융서비스,555010
1874,JCIC,Jack Creek Investment Corp. Class A,기타 금융업,556010
1875,AVNW,Aviat Networks Inc,커뮤니케이션 및 네트워킹,571020
1876,FORA,Forian Inc,제약,562010
1877,MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
1878,GPAC,Global Partner Acquisition II Corp Class A,기타 금융업,556010
1879,JG,Aurora Mobile Ltd ADR,소프트웨어 및 IT서비스,572010
1880,AMNB,American National Bankshares Inc,은행,551010
1881,GXGX,GX Acquisition Corp Class A,기타 금융업,556010
1882,SENEA,Seneca Foods Corp Class A,식품 및 담배,541020
1883,SONA,Southern National Bancorp of Virginia Inc,은행,551010
1884,CARE,Carter Bank and Trust,은행,551010
1885,SFST,Southern First Bancshares Inc,은행,551010
1886,FCACU,Falcon Capital Acquisition Corp,기타 금융업,556010
1887,CIVB,Civista Bancshares Inc,은행,551010
1888,SMBC,Southern Missouri Bancorp Inc,은행,551010
1889,NAKD,Naked Brand Group Ltd,섬유 및 의류,532020
1890,BSPE,Bespoke Capital Acquisition Corp Class A,기타 금융업,556010
1891,CTSO,Cytosorbents Corp,헬스케어 장비 및 용품,561010
1892,MREO,Mereo BioPharma Group plc ADR,생명과학 및 메디컬 리서치,562020
1893,VLGEA,Village Super Market Inc Class A,식품 및 약품소매,543010
1894,FULC,Fulcrum Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1895,RMGBU,Rmg Acquisition Corporation II,기타 금융업,556010
1896,CDZI,Cadiz Inc,수도 유틸리티,591030
1897,OTLK,Outlook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1898,EXPC,Experience Investment Corp Class A,기타 금융업,556010
1899,SOLY,Soliton Inc,헬스케어 장비 및 용품,561010
1900,IGIC,International General Insurance Holdings Ltd,보험,553010
1901,KIRK,Kirkland's Inc,전문품 상점,534030
1902,ATAX,America First Multifamily Investors LP Unit,은행,551010
1903,QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
1904,FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
1905,VTIQU,VectoIQ Acquisition Corp II Unit,기타 금융업,556010
1906,PSAC,Property Solutions Acquisition Corp,기타 금융업,556010
1907,HAYN,Haynes International Inc,메탈&마이닝,512010
1908,DISCB,Discovery Inc Series B,미디어 및 출판,533020
1909,FTIV,FinTech Acquisition Corp Class A,기타 금융업,556010
1910,FTFT,Future Fintech Group Inc,소프트웨어 및 IT서비스,572010
1911,AOUT,American Outdoor Brands Inc,레저 상품,532050
1912,TACO,Del Taco Restaurants Inc,호텔 및 엔터테인먼트,533010
1913,GMBTU,Queens Gambit Growth Capital,기타 금융업,556010
1914,ERESU,East Resources Acquisition Co Unit,기타 금융업,556010
1915,DCRCU,Decarbonization Plus Acquisition Corporation III,기타 금융업,556010
1916,NDACU,Nightdragon Acquisition Corp,기타 금융업,556010
1917,IPLDP,Interstate Power and Light Co PRF,전기 유틸리티,591010
1918,HCICU,Hennessy Capital Investment Corp V,기타 금융업,556010
1919,XPDIU,Power & Digital Infrastructure Acquisition Corp,기타 금융업,556010
1920,ENNVU,ECP Environmental Growth Opportunities Corp,기타 금융업,556010
1921,TETCU,Tech & Energy Transition Corp,기타 금융업,556010
1922,CMIIU,CM Life Sciences II Inc,기타 금융업,556010
1923,SMMF,Summit Financial Group Inc,은행,551010
1924,WALDU,Waldencast Acquisition Corp,기타 금융업,556010
1925,AMRK,A-Mark Precious Metals Inc,섬유 및 의류,532020
1926,TSIAU,TS Innovation Acquisitions Corp,기타 금융업,556010
1927,PPGHU,Poema Global Holdings Corp,기타 금융업,556010
1928,LACQU,Leisure Acquisition Corp Unit,기타 금융업,556010
1929,WVE,WAVE Life Sciences Ltd,생명과학 및 메디컬 리서치,562020
1930,COLIU,Colicity Inc,기타 금융업,556010
1931,ATHX,Athersys Inc,생명과학 및 메디컬 리서치,562020
1932,CRDF,Cardiff Oncology Inc,생명과학 및 메디컬 리서치,562020
1933,NGCAU,NextGen Acquisition II Corp,기타 금융업,556010
1934,ACGLO,Arch Capital Group Ltd ADR,보험,553010
1935,INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
1936,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
1937,INBK,First Internet Bancorp,은행,551010
1938,SCOBU,ScION Tech Growth II,기타 금융업,556010
1939,SPRB,Spruce Biosciences Inc,생명과학 및 메디컬 리서치,562020
1940,DHHCU,DiamondHead Holdings Corp,기타 금융업,556010
1941,NEXT,NextDecade Corp,오일 및 가스 장비 및 서비스,501030
1942,THTX,Theratechnologies Inc,제약,562010
1943,FTCV,Fintech Acquisition Corp V Class A,기타 금융업,556010
1944,FWAA,Fifth Wall Acquisition Corp I Class A,기타 금융업,556010
1945,CENHU,Centricus Acquisition Corp,기타 금융업,556010
1946,SCLEU,Broadscale Acquisition Corp,기타 금융업,556010
1947,KURIU,Alkuri Global Acquisition Corp,기타 금융업,556010
1948,PTOCU,Pine Technology Acquisition Corp,기타 금융업,556010
1949,UCL,Ucloudlink Group Inc ADR,통신 서비스,574010
1950,GIIXU,Gores Holdings VIII Inc,기타 금융업,556010
1951,IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
1952,GLBLU,Cartesian Growth Corp,기타 금융업,556010
1953,SBEAU,SilverBox Engaged Merger I Corp,기타 금융업,556010
1954,NEBC,Nebula Caravel Acquisition Corp Class A,기타 금융업,556010
1955,RXRAU,RXR Acquisition Corp,기타 금융업,556010
1956,SLCRU,Silver Crest Acquisition Corp,기타 금융업,556010
1957,CUE,Cue Biopharma Inc,생명과학 및 메디컬 리서치,562020
1958,DSPG,Dsp Group Inc,반도체 및 반도체 장비,571010
1959,FSRVU,Finserv Acquisition Corp Unit,기타 금융업,556010
1960,AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1961,GFN,General Finance Corp,전문 및 상업 서비스,522030
1962,PRTG,Portage Biotech Inc,생명과학 및 메디컬 리서치,562020
1963,CNBKA,Century Bancorp Inc Class A,은행,551010
1964,MCBC,Macatawa Bank Corp,은행,551010
1965,MTRX,Matrix Service Co,오일 및 가스 장비 및 서비스,501030
1966,ATCX,Atlas Technical Consultants Inc Class A,건설 및 엔지니어링,522010
1967,MBII,Marrone Bio Innovations Inc,화학,511010
1968,FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
1969,NCMI,National Cinemedia Inc,미디어 및 출판,533020
1970,AGNCN,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
1971,ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
1972,NPA,New Providence Acquisition Corp Class A,기타 금융업,556010
1973,KSMTU,Kismet Acquisition One Corp,기타 금융업,556010
1974,RDHL,Redhill Biopharma Ltd ADR,생명과학 및 메디컬 리서치,562020
1975,LOOP,Loop Industries Inc,화학,511010
1976,TMKR,Tastemaker Acquisition Corp Class A,기타 금융업,556010
1977,LIVX,Livexlive Media Inc,미디어 및 출판,533020
1978,VTRU,Vitru Ltd,학교,631020
1979,NH,NantHealth Inc,헬스케어 장비 및 용품,561010
1980,NVEC,NVE Corp,반도체 및 반도체 장비,571010
1981,HCARU,Healthcare Services Acquisition Corp,기타 금융업,556010
1982,ALTUU,Altitude Acquisition Corp,기타 금융업,556010
1983,MSON,Misonix Inc,헬스케어 장비 및 용품,561010
1984,HMCO,HumanCo Acquisition Corp Class A,기타 금융업,556010
1985,SWET,Athlon Acquisition Corp Class A,기타 금융업,556010
1986,SUNW,Sunworks Inc,재생에너지,502010
1987,SURF,Surface Oncology Inc,생명과학 및 메디컬 리서치,562020
1988,DTOCU,Digital Transformation Opportunities Corp,기타 금융업,556010
1989,APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
1990,CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
1991,PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
1992,GXGXU,GX Acquisition Corp Unit,기타 금융업,556010
1993,VRA,Vera Bradley Inc,섬유 및 의류,532020
1994,SMBK,SmartFinancial Inc,은행,551010
1995,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
1996,VYNE,Vyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1997,BRPAU,Big Rock Partners Acquisition Corp Unit,기타 금융업,556010
1998,PRSRU,Prospector Capital Corp,기타 금융업,556010
1999,ALTU,Altitude Acquisition Corp Class A,기타 금융업,556010
2000,PRTK,Paratek Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2001,SSAA,Science Strategic Acquisition Alpha Corp Class A,기타 금융업,556010
2002,FLNT,Fluent Inc,미디어 및 출판,533020
2003,FDBC,Fidelity D&D Bancorp Inc,은행,551010
2004,IMNM,Immunome Inc,생명과학 및 메디컬 리서치,562020
2005,HMCOU,HumanCo Acquisition Corp,기타 금융업,556010
2006,TAST,Carrols Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2007,GTYH,Gty Technology Holdings Inc,소프트웨어 및 IT서비스,572010
2008,IEA,Infrastructure and Energy Alternatives Inc,건설 및 엔지니어링,522010
2009,PAVM,PAVmed Inc,헬스케어 장비 및 용품,561010
2010,PFDRU,Pathfinder Acquisition Corp,기타 금융업,556010
2011,FLDM,Fluidigm Corp,헬스케어 장비 및 용품,561010
2012,SRAC,Stable Road Acquisition Corp Class A,기타 금융업,556010
2013,PUYI,Puyi Inc ADR,투자은행 및 서비스,551020
2014,FCNCP,First Citizens BancShares Inc (Delaware) ADR,은행,551010
2015,GLAD,Gladstone Capital Corp,다양한 금융서비스,555010
2016,MUDSU,Mudrick Capital Acquisition Corporation II Unit,기타 금융업,556010
2017,NPAUU,New Providence Acquisition Corp Unit,기타 금융업,556010
2018,LVTX,LAVA Therapeutics NV,생명과학 및 메디컬 리서치,562020
2019,CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
2020,FOREU,Foresight Acquisition Corp,기타 금융업,556010
2021,BGFV,Big 5 Sporting Goods Corp,전문품 상점,534030
2022,LBTYB,Liberty Global PLC Class B,미디어 및 출판,533020
2023,JFU,9F Inc ADR,투자은행 및 서비스,551020
2024,TEKK,Tekkorp Digital Acquisition Corp Class A,기타 금융업,556010
2025,FIII,Forum Merger III Corp Class A,기타 금융업,556010
2026,FBIO,Fortress Biotech Inc,제약,562010
2027,LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
2028,HBCP,Home Bancorp Inc,은행,551010
2029,LCUT,Lifetime Brands Inc,가정용품,532040
